0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Congo Democratic,Costa Rica,Cote dIvoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea North,Korea South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Azerbaijan,0,0,0,0,0,0,4824,0,8332,9552,0,0,0,0,0,18787,8153,0,0,0,0,0,0,2646,0,8868,0,0,0,0,0,12417,0,0,0,990,7217,120,0,3667,0,0,0,3829,0,5176,12228,4593,0,0,0,770,0,0,0,0,2984,0,0,13156,14037,0,0,0,27274,0,5217,0,0,0,0,0,0,0,0,7199,0,0,0,17660,4853,4254,26823,19612,0,10255,3061,21766,0,0,0,9177,0,0,5001,0,6403,2506,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,9955,8406,0,0,0,7026,0,0,0,0,0,0,0,20,12046,3970,0,3641,34150,0,0,0,0,0,0,0,0,0,0,10755,1992,0,0,7087,0,0,0,0,0,0,0,0,0,10885,12617,0,0,0,0,1700,0,0,0,0,0,24078,14511,0,0,25994,0,14615,26657,0,17741,0,2690,0,0,0,0
Bahamas,0,0,0,0,0,0,0,0,2312,100,0,0,0,0,1311,0,150,0,0,0,0,0,0,1827,0,244,0,0,0,0,0,878,0,0,0,629,1469,647,0,0,0,535,0,0,0,0,66,76,0,0,346,1135,0,0,0,0,0,0,0,1066,1328,0,0,0,751,0,268,5070,0,0,0,132,0,0,0,268,316,0,0,0,0,563,1104,4566,0,0,0,0,0,0,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,1171,2402,24,0,0,1374,0,0,0,2171,0,0,0,325,1421,418,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,8073,0,0,0,0,740,2711,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,2960,1807,0,0,0,0,0,0,0,0
Bahrain,0,0,0,0,0,0,1515,0,15139,1621,0,0,0,0,0,0,1813,0,0,0,0,0,0,3083,0,925,0,0,0,885,0,1852,0,0,0,1136,1934,378,0,0,0,0,0,0,0,8583,1721,1756,0,0,0,0,6753,0,0,0,0,388,0,2181,13265,0,0,0,27229,0,738,0,0,0,0,0,0,0,0,984,0,0,3103,0,0,2305,1828,6251,0,3733,13951,0,0,0,0,4251,0,0,0,0,0,9124,0,0,0,0,0,0,0,0,0,2347,0,0,376,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,2851,5764,0,0,0,2994,13332,15417,0,0,0,0,0,3846,1184,980,14610,1598,1507,0,0,0,0,0,0,0,0,0,2288,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,2684,4326,0,0,0,0,9121,0,0,0,0,0,3286,0,0,1687,0,0,9594,111370,0,0,0,0,3386,1712,0,0
Bangladesh,0,0,0,0,0,0,18009,0,51541,19400,0,0,0,0,0,5530,32375,0,0,0,0,0,0,30773,0,10853,0,0,0,2947,609,39061,0,0,0,3091,64431,0,0,0,0,0,0,2953,0,9258,11711,12880,0,0,2782,0,23436,0,0,0,349,0,0,21171,34421,0,0,0,55236,610,9614,0,1825,0,0,0,0,0,0,7492,152,104476,56692,0,0,7873,3496,53187,0,54443,11355,0,0,0,0,59301,0,0,0,0,313,27387,0,0,0,0,5244,6793,0,2792,0,66541,0,2345,4263,0,0,8133,5496,0,0,0,0,0,10472,0,0,0,0,33903,23533,0,0,0,25089,30414,100272,0,0,0,3990,0,15785,11165,8893,47172,5515,30666,0,0,0,0,0,0,0,0,940,5223,0,0,28033,0,5148,0,0,0,0,5356,0,3329,0,0,26308,21754,0,0,0,4513,54934,0,0,0,0,7768,36675,0,0,1725,6565,0,44596,63395,1208,0,0,0,28091,831,0,0
Barbados,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6770,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,3047,0,0,0,219,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10626,0,0,0,0,96,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686,4038,0,0,0,0,0,0,0,0
Belarus,0,0,0,0,0,0,6619,0,2193,18301,14091,0,0,0,0,0,28790,0,0,0,0,0,0,0,0,14156,0,0,0,0,0,8374,0,0,0,0,0,0,0,0,0,0,0,0,0,8048,49420,15497,0,0,0,578,3997,0,0,0,18680,0,0,20109,32659,0,0,0,76401,0,10180,0,0,0,0,0,0,0,0,14352,4098,0,0,8692,0,9105,27712,47348,0,0,0,27627,0,0,0,0,0,0,7721,0,39768,0,0,0,0,0,63487,2495,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16260,2554,0,0,0,19208,0,0,0,0,0,0,0,0,58268,9650,0,0,118879,0,0,0,0,0,0,0,0,0,0,19065,5748,0,0,9177,0,13031,0,0,0,0,0,0,0,28101,23098,0,0,0,0,0,0,0,0,0,0,13151,21230,0,0,53449,0,12141,29658,0,0,0,0,0,0,0,0
Belgium,0,448,7219,0,11217,0,7636,0,25065,18282,0,280,0,14385,0,0,0,0,3566,0,3202,6107,0,0,0,13677,4189,0,274,4577,0,23054,0,1995,1779,1847,0,4949,0,3526,28881,3821,0,4855,0,12223,20730,12863,0,0,2077,5262,2813,0,6030,0,0,2898,0,16946,106674,4539,2131,0,87253,1041,29100,0,0,10092,0,0,0,0,617,17787,1830,0,0,16887,8859,27382,47653,74476,0,5104,1810,9695,0,0,0,0,0,0,0,0,1847,22351,0,3505,5099,0,3033,20072,4349,280,0,0,0,3050,1143,0,902,0,19799,0,0,0,0,390,0,0,0,0,0,73996,11291,0,4235,23978,24160,0,0,0,1585,0,898,0,16271,45353,19639,0,13939,2606,3364,0,0,0,0,276,312,0,4760,0,6814,2009,0,0,23312,0,2996,0,0,0,0,1863,0,0,51026,55007,0,0,0,5025,71431,0,6033,0,0,0,64506,0,0,5734,0,18161,122205,151728,0,768,0,3681,7912,0,4615,0
Belize,0,0,0,0,0,0,0,0,201,754,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,1779,0,0,0,0,0,189,0,0,0,1196,0,0,0,0,0,190,0,0,488,10,0,3101,0,0,0,0,0,0,342,0,0,0,844,0,134,0,5028,0,0,0,0,0,1147,0,0,0,0,0,0,110,0,548,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4964,0,0,0,0,0,0,0,0,0,0,522,480,0,0,0,424,0,0,0,4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,274,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,3943,0,0,0,0,0,0,0,0
Benin,0,0,0,0,0,0,0,0,1748,2082,0,0,0,0,0,0,7557,0,0,0,0,0,0,0,0,507,0,0,0,0,0,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,1321,0,0,0,0,0,0,0,0,0,0,0,0,36019,0,0,0,11639,19025,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,3412,0,20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,0,0,0,0,0,0,0,0,0,7380,0,0,11105,8682,0,0,0,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,7714,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,2930,7810,0,0,0,0,0,0,17051,0,0,0,0,0,0,0,0,0,0,22569,0,0,0,0,0,0,0,0
Bhutan,0,0,0,0,0,0,0,0,697,1761,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,2460,0,4018,0,0,0,0,0,0,0,0,0,0,21733,0,0,0,0,1820,1453,0,4228,0,0,0,0,0,1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1968,0,0,0,0,0,0,0,0
Bolivia,0,0,0,0,0,0,48075,0,2923,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,38253,0,472,0,0,0,0,0,6587,0,0,0,23405,0,8356,0,0,1608,2416,0,0,0,0,4158,3930,0,0,995,8676,0,0,0,0,0,0,0,5568,8203,0,0,0,11878,0,405,0,1580,0,0,0,0,0,0,2530,0,0,0,0,0,1159,3584,19174,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,11412,0,0,0,0,0,0,0,0,0,0,8346,2221,0,0,0,5478,0,0,0,8086,0,7918,3759,2904,3186,3416,0,0,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,9034,8865,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,3418,24469,0,0,0,16686,0,0,0,0
Bosnia & Herzegovina,0,3418,0,0,0,0,0,0,3350,13904,0,0,0,2784,0,707,11229,0,0,0,0,0,0,1358,0,4892,0,0,0,0,0,1964,0,0,0,357,0,0,0,0,0,0,0,19908,0,5777,12960,8856,0,0,0,0,1877,0,0,0,0,0,0,3929,11137,0,0,0,31525,0,4798,0,0,0,0,0,0,0,0,11561,0,0,0,0,0,4034,3616,23816,0,630,3909,0,0,0,0,0,0,0,0,0,204,0,0,0,15322,0,0,4240,12943,0,0,0,0,0,0,0,0,0,402,0,0,0,0,11554,0,0,0,0,0,14500,0,0,0,0,4181,0,0,0,0,0,0,0,0,12260,1207,0,9331,16162,0,0,0,0,0,0,0,0,0,0,11141,9500,0,0,9931,0,0,0,0,0,0,0,0,0,12875,12702,0,0,0,0,0,0,0,0,0,0,17599,0,0,0,5030,0,10786,9098,0,0,0,0,0,0,0,0
Botswana,0,0,0,0,0,0,0,0,9612,192,0,0,0,2514,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,1234,0,0,0,114,0,0,0,0,2603,0,0,0,0,2015,1085,311,0,0,0,0,0,0,0,0,0,0,0,360,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,732,1688,2415,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51360,0,0,1614,0,0,0,0,48,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,2125,4384,0,0,0,882,0,0,0,0,0,0,471,0,0,1127,0,0,0,13203,0,0,0,0,0,0,4523,0
Brazil,0,2700,34608,0,37185,0,99337,0,49736,36604,0,5245,6420,50964,0,19643,50390,0,0,0,51296,2545,0,0,0,15362,0,0,0,0,4521,45718,0,7356,0,51135,152099,35159,0,22164,28019,12739,0,12245,3159,9675,33160,38069,0,0,9434,25726,33018,6005,4828,0,6661,0,0,42241,73132,7161,0,0,68261,6875,18834,0,9451,17421,3750,4991,6131,0,5668,29200,10249,0,39970,0,0,26263,61267,90163,0,88498,8815,27110,0,0,7580,16629,0,0,0,0,6248,20528,0,3323,18620,0,9900,25504,1513,3150,0,32120,0,0,6595,7544,0,791,48713,0,112,0,0,0,0,0,0,0,0,59733,24967,0,0,0,42689,0,0,0,23479,0,52103,27744,42552,33135,49629,14433,28144,58034,0,0,0,0,0,19161,0,0,2336,0,26311,7757,0,0,27381,0,15215,0,0,23173,0,0,18477,0,53052,60186,28261,0,0,0,35567,8486,0,0,0,0,56277,0,0,0,37892,46543,76887,129632,44351,0,0,33965,44408,0,0,0
Brunei Darussalem,0,0,0,0,0,0,0,0,3624,0,0,0,14277,16474,0,0,1100,0,0,0,0,0,0,819,0,0,0,0,0,0,0,1199,0,0,0,0,11468,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,1863,0,0,0,0,0,0,957,220,0,0,0,280,0,0,0,0,0,0,0,0,0,0,162,0,9227,13239,0,0,0,0,416,0,8726,0,0,0,0,0,7668,0,16540,0,0,0,0,0,0,0,0,0,0,0,0,0,25453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,3642,0,0,0,1136,448,315,0,0,0,0,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,612,0,0,0,0,9718,0,0,0,0,0,599,0,0,0,0,51246,31836,6556,0,0,0,1119,2280,0,0,0
Bulgaria,0,0,0,0,0,0,23005,0,33865,36751,17724,0,0,47936,0,2926,37847,0,0,0,575,11120,0,29569,0,0,0,0,0,0,0,30560,0,0,0,24051,0,2128,0,0,3068,0,0,8092,7976,28086,36428,20698,0,0,1573,10483,0,0,0,0,0,0,0,26415,47981,0,0,0,59982,0,36153,0,0,3183,0,0,0,0,0,32935,0,0,0,17181,0,24302,37609,81332,0,0,17784,37515,0,0,0,0,0,0,0,0,12845,16700,0,0,5592,0,11905,16365,27686,0,0,0,0,0,8495,0,0,0,14282,0,6848,0,0,0,0,0,0,0,0,39643,12538,0,0,0,20924,0,2814,0,13066,0,0,0,15056,35098,26262,0,40761,54734,0,0,0,0,0,0,0,0,0,0,31251,9806,0,0,32669,0,18359,0,0,0,0,0,0,0,39155,32738,0,0,0,0,0,0,0,0,0,0,72386,0,0,0,5984,0,60537,45538,0,17832,0,22466,12954,0,0,0
