Poland,0.384615385,0.238095238
Portugal,0.205128205,0.047619048
Qatar,0.435897436,0.015873016
Romania,0.179487179,0.428571429
Russia,0.512820513,0.428571429
Rwanda,0.076923077,0.158730159
St. Kitts & Nevis,0.692307692,0.031746032
St. Lucia,0.256410256,0.111111111
St. Vincent & The Grenadines,0.282051282,0.126984127
Samao,0.153846154,0.047619048
San Marino,0.153846154,0.142857143
Sao Tome & Principe,0.333333333,0.031746032
Saudi Arabia,0.102564103,0.158730159
Senegal,0.282051282,0.111111111
Serbia,0.128205128,0.015873016
Seychelles,0.102564103,0.253968254
Sierra Leone,0.641025641,0.079365079
Singapore,0.179487179,0.079365079
Slovakia,0.58974359,0.031746032
Slovenia,0.102564103,0.317460317
Solomon Islands,0.025641026,0.015873016
Somalia,0.128205128,0.015873016
South Africa,0.025641026,0.015873016
South Sudan,0.025641026,0.015873016
Spain,0.025641026,0.015873016
Sri Lanka,0.025641026,0.015873016
Sudan,0.205128205,0.111111111
Suriname,0.128205128,0.031746032
Swaziland,0.051282051,0.047619048
Sweden,0.743589744,0.047619048
Switzerland,0.384615385,0.047619048
Syria,0.282051282,0.142857143
Taiwan,0.230769231,0.126984127
Tajikistan,0.076923077,0.158730159
Tanzania,0.230769231,0.206349206
Thailand,0.538461538,0.587301587
Timor-Leste,0.179487179,0.079365079
Togo,0.128205128,0.19047619
Tonga,0.051282051,0.015873016
Trinidad & Tobago,0.153846154,0.047619048
Tunisia,0.102564103,0.063492063
Turkey,0.564102564,0.095238095
Turkmenistan,0.102564103,0.111111111
Tuvalu,0.025641026,0.015873016
Uganda,0.230769231,0.301587302
Ukraine,0.358974359,0.619047619
United Arab Emirates,0.948717949,0.031746032
United Kingdom,0.769230769,0.063492063
United States,1,0.047619048
Uruguay,0.025641026,0.063492063
Uzbekistan,0.076923077,0.317460317
Vanuatu,0.025641026,0.015873016
Venezuela,0.205128205,0.031746032
Vietnam,0.102564103,0.46031746
Yemen,0.153846154,0.063492063
Zambia,0.282051282,0.142857143
Zimbabwe,0.205128205,0.317460317
